File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
WB MI 20181002.csv,N40141,Encouragements offered by several acts of Parliament to offenders who are at large and will surrender themselves and give an account of their accomplices. ,Great Britain,,,L,,Excerpts from the statutes dealing with conditions of pardon.,,Legal;Addresses,Legal Formularies?,
WB MI 20181002.csv,N4025,"A memorial and petition to the King's most excellent Majesty, on the principles of public faith, common justice, and his own royal promise, delivered to the King at St. James's, on Wednesday the 23d of January, 1771, by Samuel Lee, Surgeon-General ","Lee, Samuel","printed for the author; and sold by J. Williams, ","at No. 38, next the Mitre Tavern, Fleet-Street",L,Hernia -- Early works to 1800.Petitions.,"Dated at end: January 16, 1771.; With a half-title.",", active 1742-1800.",Legal,Will,
WB MI 20181002.csv,N40391,"B. Jump, cheesemonger, remov'd from Pall-Mall, to Piccadilly, opposite the end of Bond-Street. ","Jump, B.",,,L,Advertisements.,,,Commercial/Organizational,Advertisements,
WB MI 20181002.csv,N4044,"The mariner's new calendar. Containing the principles of arithmetic and practical geometry; ... Together with exact tables of the sun's place, ... Also the description and use of the sea-quadrant, ... By Nathaniel Colson, ... The whole revis'd, and","Colson, Nathaniel",printed for J. Mount and T. Page,,L,Nautical almanacs.,With a half-title.,", active 1674.",Instructional/Reference,Calendar,
WB MI 20181002.csv,N40441,"The polite academy; or, school of behaviour for young gentlemen and ladies. Intended as a foundation for good manners and polite address, ... Illustrated with twelve copper plate cuts, ",AnonN40441,printed for R. Baldwin; and B. Collins,in Salisbury,L,,P.[1] is on a verso.,,Instructional/Reference,Primer,
WB MI 20181002.csv,N40778,"Finch, linen-draper; removed from the Lamb in the Cloysters, to No. (91,) Newgate-Street, London. Sells wholesale and retail, ","Finch, Isaac",Printed by H. Fenwick,"No. 89, Newgate-Street",L,Advertisements.,,,Commercial/Organizational,Advertisements,
WB MI 20181002.csv,N41,Moral and political dialogues; with letters on chivalry and romance: by the Reverend Doctor Hurd. In three volumes. ,"Hurd, Richard","printed by W. Bowyer and J. Nichols, for T. Cadell, successor to Mr. Millar",in the Strand,L,"Chivalry in literature.; Imaginary conversations.; Romances -- History and criticism.Great Britain -- History -- Elizabeth, 1558-1603.",Printed by William Bowyer and John Nichols; their records show 750 copies printed.,", 1720-1808.",Literary;Addresses,Play,
WB MI 20181002.csv,N4112,"A minister dead; yet speaking. Being the substance of two discourses preached November 11, 1770. Occasioned by the death of the Rev. Geo. Whitefield, A.M. late of Pembroke College, Oxford, and chaplain to the Countess of Huntingdon. By the Rev. Mr.","Edwards, David","Printed for the author, and sold by G. Keith,  and Edward and Charles Dilly","in Gracechurch-Street, in the Poultry",L,"Whitefield, George, 1714-1770.",With a half-title.,", 1730 or 1731-1795.",Religious;Literary,Sermon,
WB MI 20181002.csv,N4130,"The mourning bride, a tragedy, as it is now acted by His Majesty's servants. Written by Mr. Congreve","Congreve, William","printed for W. Stanfield, T. Brown, N. Jones, W. Goodson, and B. Marsh",,L,,With final prologue/epilogue leaf.,", 1670-1729.",Literary,Play,
WB MI 20181002.csv,N41417,"The court of directors of the United Company of Merchants of England, trading to the East-Indies, do hereby declare, that they will put up at their sale, which commenced on Wednesday the 4th of September last ",East India Company. Court of Directors,,,L,Advertisements.,"Dated at head: London, October 2, 1771.",,Commercial/Organizational;Addresses,Advertisements?,
WB MI 20181002.csv,N41448,"Questions to be put to the masters of ships, on their arrival from the island of Sicily, or other places in the Mediterranean",Great Britain. Customs Establishment,,,L,,Twelve questions asked of ship masters.; A bifolium with only inside pages printed; p.[3] title: 'Answers.'.,,Commercial/Organizational;Addresses,Questions/Answers,
WB MI 20181002.csv,N41807,"The New-England primer improved, for the more easy attaining the true reading of English. To which is added, the Assembly of Divines catechism",AnonN41807,printed in the year,,L,"Catechisms, English.",With a half-title.,,Instructional/Reference,Primer,
WB MI 20181002.csv,N41867,"An ode of verses on the much-lamented death of the Rev. Mr. George Whitefield, ... who departed this life, ... on the thirtieth of September, 1770, ... Compos'd in America by a negro girl seventeen years of age, and sent over to a gentleman of char","Wheatley, Phillis",Printed,"sold for the benefit of a poor family burnt out a few weeks since near Shoreditch church, that lost all they possessed, having nothing ins",L,,"A negro girl = Phillis Wheatley.; Also published as 'An elegiac poem, on the death of that celebrated divine'.",", 1753-1784.",Literary,Poems,
WB MI 20181002.csv,N42128,"A narrative of the proceedings in Parliament against the Lord-Mayor and Alderman Oliver, previous to their commitment to the tower. ... In a letter from a member of Parliament in town to his friend in the country",Member of Parliament in Town,printed in the year,,L,,With a half-title.,,Legal;Literary,Trial Proceedings,
WB MI 20181002.csv,N42179,"A new edition corrected to the 9th day of March, 1771. of the royal Kalendar; or complete and correct annual register ... for the year 1771; ",AnonN42179,"printed for Almon, John, 1737-1805., Stanley Crowder, Robinson and Roberts, and S. Bladon; B. Law; [and 5 others London, including Francis Newbery",,L,,"The phrase corrected to the 9th day of March 1771."" is enclosed in square brackets.""",,Commercial/Organizational,Calendar,
WB MI 20181002.csv,N42203,"The original power of the collective body of the people of England examined and asserted. Addressed to the King, Lords, and Commons. Necessary to be read at this alarming crisis","Defoe, Daniel",Printed for J. Williams,"at No. 38, Fleet-Street",L,Great Britain.,Anonymous. By Daniel Defoe.; Price in square brackets: (Price One Shilling.),", 1661?-1731.",Addresses,Address?,
WB MI 20181002.csv,N42529 ,"The adventures of Gil Blas of Santillane. A new translation, by the author of Roderick Random. In four volumes. Adorned with a new sett of copperplates, neatly engraved. ","Le Sage, Alain Rene","printed for Stanley Crowder, C. Ware, and T. Payne",,L,French fiction.,Author of Roderick Random = Tobias George Smollett.,", 1668-1747.",Literary,Fiction,
WB MI 20181002.csv,N430,"A dissertation on the gout, and all chronic diseases, jointly considered, as proceeding from the same causes; what those causes are; and a rational and natural method of cure proposed. Addressed to all invalids. By William Cadogan, Fellow of the Co","Cadogan, William",printed for J. Dodsley,in Pall-Mall,L,Diseases -- Causes and theories of causation.; Gout.,With a half-title.,", 1711-1797.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N43653,"The careless professor's danger, and the true believer's safety, with respect to the unpardonable sin: a sermon on Hebrews VI. 4,5,6. preached at the Rev. Mr. Maxfield's Chapel, in Ropemakers-Alley, Little Moorfields, on Sunday, July 14, 1771. By B","Russen, Benjamin",printed for the author; sold by G. Keith; W. Watts; J. Gurney; J. Roson; ,"at the author's lecture, Mr Dowers's meeting",L,,With a half-title.,,Religious,Catechism,
WB MI 20181002.csv,N43842,"A catalogue of a valuable collection of books; containing about fifteen thousand volumes, in Greek, Latin, English, French, Italian, and Spanish, ... Which will begin selling this day ... by Joseph White, bookseller, at the corner of Lincoln's Inn ","White, Joseph",,,L,Advertisements.,,", -1791.",Commercial/Organizational;Instructional/Reference,Catalogue,
WB MI 20181002.csv,N4395,"The natural history of Carolina, Florida, and the Bahama Islands: containing the figures of birds, beasts, fishes, serpents, insects, and plants: ... with their descriptions in English and French. To which is prefixed, a new and correct map of the ","Catesby, Mark",printed for Benjamin White,,L,Natural history -- Bahamas.; Natural history -- Pictorial works.; Natural history -- Southern States.; Natural history -- Pre-Linnean works.,Parallel French and English texts.,", 1683-1749.",Scientific/Scholarly;Historical,Dissertations,
WB MI 20181002.csv,N4414,"Mathurini Corderii colloquia selecta: or, select colloquies of Mathurin Cordier: better adapted to the capacities of youth, and fitter for Beginners in the Latin Tongue, than any Edition of those Colloquies, or any other Book yet published. Containin","Cordier, Mathurin",printed for Carnan and Newbery,at No. 65. in St. Paul's Church-Yard,L,Latin language -- Conversation and phrase books.,,", 1479-1564.",Instructional/Reference,Grammars,
WB MI 20181002.csv,N44471,"The Court and city register, or, Gentleman's complete annual kalendar, for the year 1771. Containing, I. New and correct lists of both Houses of Parliament. II. The court register. III. Lists of the army, navy, universities, public offices, hospita",AnonN44471,"Printed for J. Jolliffe, ; G. Wood[h]ill, and J. Walter; C. Kearsley, Johnson and Payne, L. Hawes and Co. and Co. J. Hi","in St. James's-street, at Charing-Cross",L,Great Britain -- Registers.,Price on title page: Price 2s. bound; or with an almanack 2s. 9d. bound.,,Commercial/Organizational;Legal,Calendar,
WB MI 20181002.csv,N44557,"The commencement, constitution, &c",Particular Baptist Church. London Association,,,L,,"Drop-head title.; Docket title: The commencement, constitution and use, of the particular Baptist-fund, in London: in an address to the churches in the country. M.DCC.LXXI.",,CDM,CDM,
WB MI 20181002.csv,N44605,"Cupid's golden age: or, the happy adventures of love. Translated from the French, by Harry Lovemore",AnonN44605,printed for,sold by the booksellers of London and Westminster,L,,,,Literary,Ficiton,
WB MI 20181002.csv,N4506,"Miss in her teens: or, the medley of lovers. A farce, in two acts. As it is performed at the Theatre Royal in Drury-Lane","Garrick, David",printed for T. Becket and Co. ,in the Strand,L,English drama (Comedy) -- Early works to 1800.Plays.,Adapted from Florent Carton Dancourt's 'La Parisienne' by David Garrick.; With a half-title and an epilogue.; Price from imprint: price One Shilling.,", 1717-1779.",Literary,Play,
WB MI 20181002.csv,N45426,"On Saturday, February 23d, 1771, will be published, price six-pence, Number I. To be continued weekly, or may be had complete, in two volumes folio, ... The history and survey of London, Westminster, Southwark, and their environs. Embellished with on","Maitland, William","Published by S. Bladon; and sold by John Wilkie; T. Lowndes; Kearsley, George, -1790.; ","in Pater-noster-Row, and the booksellers and new carriers in town and country",L,Advertisements.,,", 1693?-1757.",Commercial/Organizational,Advertisement,
WB MI 20181002.csv,N4549,"The merchant. A naval lyric: written in imitation of Pindar's spirit. On the British trade and navigation. By E. Young, LL.D","Young, Edward","Printed for J. Swan; and S. Vandenberg, ","opposite Norfolk-street, in the Strand, near Exeter Exchange",L,English poetry -- 18th century.Poems.,First published in 1730 as 'Imperium pelagi. A naval lyrick'.; Price in square brackets: (Price Two Shillings and Six Pence.),", 1683-1765.",Literary,Poems,
WB MI 20181002.csv,N45598,"To be reported by Lord Pitfour. Information for James Scott of Comiestown, pursuer; against George Straton, late mariner, now in Wardropertown, defender","Scott, James",,,E,,"Signed at end: John Scott.; On the hereditary right to possession of certain lands.; Dated at head of drop-head title: January 14. 1771.; The words To be reported by Lord Pitfour."" are enclosed in square brackets.""",", of Comieston.",Legal,Trial Proceedings,
WB MI 20181002.csv,N45695,"An essay on the holy sacrament of the Lord's Supper; addressed to the inhabitants of a populous parish near London. By a layman, ","Waldo, Peter",,,L,,A layman = Peter Waldo.,", 1732 or 1733-1803.",Religious,Sermon,
WB MI 20181002.csv,N45914,"The juryman's touchstone: or, a full refutation of Lord Mansfield's lawless opinion in crown libels. Addressed, to all the jurors of England, by the Censor General",Censor General,printed and sold by T. Evans,,L,,,,Addresses,Questions/Answers,
WB MI 20181002.csv,N45950,"An essay on the English constitution and government. The second edition, improved. By Edward King, Esq;","King, Edward",printed for Benjamin White,,L,Constitutional history -- Great Britain.,,", 1735?-1807.",Historical,History,
WB MI 20181002.csv,N46229,"A general atlas: or, description at large of the whole universe. Being a collection of the most approved and correct maps hitherto published. The whole engraved on forty-four large copper-plates. By Thomas Kitchin, senior, and others","Kitchin, Thomas","printed for Robert Sayer, map and printseller; and Thomas Jeffrys, geographer to the King",,L,Atlases -- Early works to 1800.,Drop-head title with list of maps.; Titlepage in black and red.; Plates = folding maps.,", -1784.",Instructional/Reference,Atlas?,
